filename,audio_path,actor,label
03-01-05-01-02-01-06.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-02-01-06.wav,6,angry
03-01-03-01-02-01-06.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-02-01-06.wav,6,happy
03-01-01-01-02-01-06.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-02-01-06.wav,6,neutral
03-01-04-01-02-01-06.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-02-01-06.wav,6,sad
03-01-05-01-02-01-07.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-02-01-07.wav,7,angry
03-01-03-01-02-01-07.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-02-01-07.wav,7,happy
03-01-01-01-02-01-07.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-02-01-07.wav,7,neutral
03-01-04-01-02-01-07.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-02-01-07.wav,7,sad
03-01-05-01-02-01-08.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-02-01-08.wav,8,angry
03-01-03-01-02-01-08.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-02-01-08.wav,8,happy
03-01-01-01-02-01-08.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-02-01-08.wav,8,neutral
03-01-04-01-02-01-08.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-02-01-08.wav,8,sad
03-01-05-01-02-01-09.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-02-01-09.wav,9,angry
03-01-03-01-02-01-09.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-02-01-09.wav,9,happy
03-01-01-01-02-01-09.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-02-01-09.wav,9,neutral
03-01-04-01-02-01-09.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-02-01-09.wav,9,sad
03-01-05-01-02-01-10.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-02-01-10.wav,10,angry
03-01-03-01-02-01-10.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-02-01-10.wav,10,happy
03-01-01-01-02-01-10.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-02-01-10.wav,10,neutral
03-01-04-01-02-01-10.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-02-01-10.wav,10,sad
03-01-05-01-02-01-11.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-02-01-11.wav,11,angry
03-01-03-01-02-01-11.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-02-01-11.wav,11,happy
03-01-01-01-02-01-11.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-02-01-11.wav,11,neutral
03-01-04-01-02-01-11.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-02-01-11.wav,11,sad
03-01-05-01-02-01-12.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-02-01-12.wav,12,angry
03-01-03-01-02-01-12.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-02-01-12.wav,12,happy
03-01-01-01-02-01-12.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-02-01-12.wav,12,neutral
03-01-04-01-02-01-12.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-02-01-12.wav,12,sad
03-01-05-01-02-01-13.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-02-01-13.wav,13,angry
03-01-03-01-02-01-13.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-02-01-13.wav,13,happy
03-01-01-01-02-01-13.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-02-01-13.wav,13,neutral
03-01-04-01-02-01-13.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-02-01-13.wav,13,sad
03-01-05-01-02-01-14.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-02-01-14.wav,14,angry
03-01-03-01-02-01-14.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-02-01-14.wav,14,happy
03-01-01-01-02-01-14.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-02-01-14.wav,14,neutral
03-01-04-01-02-01-14.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-02-01-14.wav,14,sad
03-01-05-01-02-01-15.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-02-01-15.wav,15,angry
03-01-03-01-02-01-15.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-02-01-15.wav,15,happy
03-01-01-01-02-01-15.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-02-01-15.wav,15,neutral
03-01-04-01-02-01-15.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-02-01-15.wav,15,sad
03-01-05-01-02-01-16.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-02-01-16.wav,16,angry
03-01-03-01-02-01-16.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-02-01-16.wav,16,happy
03-01-01-01-02-01-16.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-02-01-16.wav,16,neutral
03-01-04-01-02-01-16.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-02-01-16.wav,16,sad
03-01-05-01-02-01-17.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-02-01-17.wav,17,angry
03-01-03-01-02-01-17.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-02-01-17.wav,17,happy
03-01-01-01-02-01-17.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-02-01-17.wav,17,neutral
03-01-04-01-02-01-17.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-02-01-17.wav,17,sad
03-01-05-01-02-01-18.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-02-01-18.wav,18,angry
03-01-03-01-02-01-18.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-02-01-18.wav,18,happy
03-01-01-01-02-01-18.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-02-01-18.wav,18,neutral
03-01-04-01-02-01-18.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-02-01-18.wav,18,sad
03-01-05-01-02-01-19.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-02-01-19.wav,19,angry
03-01-03-01-02-01-19.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-02-01-19.wav,19,happy
03-01-01-01-02-01-19.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-02-01-19.wav,19,neutral
03-01-04-01-02-01-19.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-02-01-19.wav,19,sad
03-01-05-01-02-01-20.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-02-01-20.wav,20,angry
03-01-03-01-02-01-20.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-02-01-20.wav,20,happy
03-01-01-01-02-01-20.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-02-01-20.wav,20,neutral
03-01-04-01-02-01-20.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-02-01-20.wav,20,sad
03-01-05-01-02-01-21.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-02-01-21.wav,21,angry
03-01-03-01-02-01-21.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-02-01-21.wav,21,happy
03-01-01-01-02-01-21.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-02-01-21.wav,21,neutral
03-01-04-01-02-01-21.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-02-01-21.wav,21,sad
03-01-05-01-02-01-22.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-02-01-22.wav,22,angry
03-01-03-01-02-01-22.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-02-01-22.wav,22,happy
03-01-01-01-02-01-22.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-02-01-22.wav,22,neutral
03-01-04-01-02-01-22.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-02-01-22.wav,22,sad
03-01-05-01-02-01-23.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-02-01-23.wav,23,angry
03-01-03-01-02-01-23.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-02-01-23.wav,23,happy
03-01-01-01-02-01-23.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-02-01-23.wav,23,neutral
03-01-04-01-02-01-23.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-02-01-23.wav,23,sad
03-01-05-01-02-01-24.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-02-01-24.wav,24,angry
03-01-03-01-02-01-24.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-02-01-24.wav,24,happy
03-01-01-01-02-01-24.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-02-01-24.wav,24,neutral
03-01-04-01-02-01-24.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-02-01-24.wav,24,sad
