pair_id,speaker,word,label_a,label_b,file_a,file_b
OAF_came_happy_sad,OAF,came,happy,sad,OAF_came_happy.wav,OAF_came_sad.wav
OAF_came_happy_angry,OAF,came,happy,angry,OAF_came_happy.wav,OAF_came_angry.wav
OAF_came_sad_angry,OAF,came,sad,angry,OAF_came_sad.wav,OAF_came_angry.wav
OAF_cause_neutral_happy,OAF,cause,neutral,happy,OAF_cause_neutral.wav,OAF_cause_happy.wav
OAF_cause_neutral_sad,OAF,cause,neutral,sad,OAF_cause_neutral.wav,OAF_cause_sad.wav
OAF_cause_neutral_angry,OAF,cause,neutral,angry,OAF_cause_neutral.wav,OAF_cause_angry.wav
OAF_cause_happy_sad,OAF,cause,happy,sad,OAF_cause_happy.wav,OAF_cause_sad.wav
OAF_cause_happy_angry,OAF,cause,happy,angry,OAF_cause_happy.wav,OAF_cause_angry.wav
OAF_cause_sad_angry,OAF,cause,sad,angry,OAF_cause_sad.wav,OAF_cause_angry.wav
OAF_chain_neutral_happy,OAF,chain,neutral,happy,OAF_chain_neutral.wav,OAF_chain_happy.wav
OAF_chain_neutral_sad,OAF,chain,neutral,sad,OAF_chain_neutral.wav,OAF_chain_sad.wav
OAF_chain_neutral_angry,OAF,chain,neutral,angry,OAF_chain_neutral.wav,OAF_chain_angry.wav
OAF_chain_happy_sad,OAF,chain,happy,sad,OAF_chain_happy.wav,OAF_chain_sad.wav
OAF_chain_happy_angry,OAF,chain,happy,angry,OAF_chain_happy.wav,OAF_chain_angry.wav
OAF_chain_sad_angry,OAF,chain,sad,angry,OAF_chain_sad.wav,OAF_chain_angry.wav
OAF_chair_neutral_happy,OAF,chair,neutral,happy,OAF_chair_neutral.wav,OAF_chair_happy.wav
OAF_chair_neutral_sad,OAF,chair,neutral,sad,OAF_chair_neutral.wav,OAF_chair_sad.wav
OAF_chair_neutral_angry,OAF,chair,neutral,angry,OAF_chair_neutral.wav,OAF_chair_angry.wav
OAF_chair_happy_sad,OAF,chair,happy,sad,OAF_chair_happy.wav,OAF_chair_sad.wav
OAF_chair_happy_angry,OAF,chair,happy,angry,OAF_chair_happy.wav,OAF_chair_angry.wav
OAF_chair_sad_angry,OAF,chair,sad,angry,OAF_chair_sad.wav,OAF_chair_angry.wav
OAF_chalk_neutral_happy,OAF,chalk,neutral,happy,OAF_chalk_neutral.wav,OAF_chalk_happy.wav
OAF_chalk_neutral_sad,OAF,chalk,neutral,sad,OAF_chalk_neutral.wav,OAF_chalk_sad.wav
OAF_chalk_neutral_angry,OAF,chalk,neutral,angry,OAF_chalk_neutral.wav,OAF_chalk_angry.wav
OAF_chalk_happy_sad,OAF,chalk,happy,sad,OAF_chalk_happy.wav,OAF_chalk_sad.wav
OAF_chalk_happy_angry,OAF,chalk,happy,angry,OAF_chalk_happy.wav,OAF_chalk_angry.wav
OAF_chalk_sad_angry,OAF,chalk,sad,angry,OAF_chalk_sad.wav,OAF_chalk_angry.wav
OAF_chat_neutral_happy,OAF,chat,neutral,happy,OAF_chat_neutral.wav,OAF_chat_happy.wav
OAF_chat_neutral_sad,OAF,chat,neutral,sad,OAF_chat_neutral.wav,OAF_chat_sad.wav
OAF_chat_neutral_angry,OAF,chat,neutral,angry,OAF_chat_neutral.wav,OAF_chat_angry.wav
OAF_chat_happy_sad,OAF,chat,happy,sad,OAF_chat_happy.wav,OAF_chat_sad.wav
OAF_chat_happy_angry,OAF,chat,happy,angry,OAF_chat_happy.wav,OAF_chat_angry.wav
OAF_chat_sad_angry,OAF,chat,sad,angry,OAF_chat_sad.wav,OAF_chat_angry.wav
OAF_check_neutral_happy,OAF,check,neutral,happy,OAF_check_neutral.wav,OAF_check_happy.wav
OAF_check_neutral_sad,OAF,check,neutral,sad,OAF_check_neutral.wav,OAF_check_sad.wav
OAF_check_neutral_angry,OAF,check,neutral,angry,OAF_check_neutral.wav,OAF_check_angry.wav
OAF_check_happy_sad,OAF,check,happy,sad,OAF_check_happy.wav,OAF_check_sad.wav
OAF_check_happy_angry,OAF,check,happy,angry,OAF_check_happy.wav,OAF_check_angry.wav
OAF_check_sad_angry,OAF,check,sad,angry,OAF_check_sad.wav,OAF_check_angry.wav
OAF_cheek_neutral_happy,OAF,cheek,neutral,happy,OAF_cheek_neutral.wav,OAF_cheek_happy.wav
OAF_cheek_neutral_sad,OAF,cheek,neutral,sad,OAF_cheek_neutral.wav,OAF_cheek_sad.wav
OAF_cheek_neutral_angry,OAF,cheek,neutral,angry,OAF_cheek_neutral.wav,OAF_cheek_angry.wav
OAF_cheek_happy_sad,OAF,cheek,happy,sad,OAF_cheek_happy.wav,OAF_cheek_sad.wav
OAF_cheek_happy_angry,OAF,cheek,happy,angry,OAF_cheek_happy.wav,OAF_cheek_angry.wav
OAF_cheek_sad_angry,OAF,cheek,sad,angry,OAF_cheek_sad.wav,OAF_cheek_angry.wav
OAF_chief_neutral_happy,OAF,chief,neutral,happy,OAF_chief_neutral.wav,OAF_chief_happy.wav
OAF_chief_neutral_sad,OAF,chief,neutral,sad,OAF_chief_neutral.wav,OAF_chief_sad.wav
OAF_chief_neutral_angry,OAF,chief,neutral,angry,OAF_chief_neutral.wav,OAF_chief_angry.wav
OAF_chief_happy_sad,OAF,chief,happy,sad,OAF_chief_happy.wav,OAF_chief_sad.wav
OAF_chief_happy_angry,OAF,chief,happy,angry,OAF_chief_happy.wav,OAF_chief_angry.wav
OAF_chief_sad_angry,OAF,chief,sad,angry,OAF_chief_sad.wav,OAF_chief_angry.wav
OAF_choice_neutral_happy,OAF,choice,neutral,happy,OAF_choice_neutral.wav,OAF_choice_happy.wav
OAF_choice_neutral_sad,OAF,choice,neutral,sad,OAF_choice_neutral.wav,OAF_choice_sad.wav
OAF_choice_neutral_angry,OAF,choice,neutral,angry,OAF_choice_neutral.wav,OAF_choice_angry.wav
OAF_choice_happy_sad,OAF,choice,happy,sad,OAF_choice_happy.wav,OAF_choice_sad.wav
OAF_choice_happy_angry,OAF,choice,happy,angry,OAF_choice_happy.wav,OAF_choice_angry.wav
OAF_choice_sad_angry,OAF,choice,sad,angry,OAF_choice_sad.wav,OAF_choice_angry.wav
OAF_cool_neutral_happy,OAF,cool,neutral,happy,OAF_cool_neutral.wav,OAF_cool_happy.wav
OAF_cool_neutral_sad,OAF,cool,neutral,sad,OAF_cool_neutral.wav,OAF_cool_sad.wav
OAF_cool_neutral_angry,OAF,cool,neutral,angry,OAF_cool_neutral.wav,OAF_cool_angry.wav
OAF_cool_happy_sad,OAF,cool,happy,sad,OAF_cool_happy.wav,OAF_cool_sad.wav
OAF_cool_happy_angry,OAF,cool,happy,angry,OAF_cool_happy.wav,OAF_cool_angry.wav
OAF_cool_sad_angry,OAF,cool,sad,angry,OAF_cool_sad.wav,OAF_cool_angry.wav
OAF_dab_neutral_happy,OAF,dab,neutral,happy,OAF_dab_neutral.wav,OAF_dab_happy.wav
OAF_dab_neutral_sad,OAF,dab,neutral,sad,OAF_dab_neutral.wav,OAF_dab_sad.wav
OAF_dab_neutral_angry,OAF,dab,neutral,angry,OAF_dab_neutral.wav,OAF_dab_angry.wav
OAF_dab_happy_sad,OAF,dab,happy,sad,OAF_dab_happy.wav,OAF_dab_sad.wav
OAF_dab_happy_angry,OAF,dab,happy,angry,OAF_dab_happy.wav,OAF_dab_angry.wav
OAF_dab_sad_angry,OAF,dab,sad,angry,OAF_dab_sad.wav,OAF_dab_angry.wav
OAF_date_neutral_happy,OAF,date,neutral,happy,OAF_date_neutral.wav,OAF_date_happy.wav
OAF_date_neutral_sad,OAF,date,neutral,sad,OAF_date_neutral.wav,OAF_date_sad.wav
OAF_date_neutral_angry,OAF,date,neutral,angry,OAF_date_neutral.wav,OAF_date_angry.wav
OAF_date_happy_sad,OAF,date,happy,sad,OAF_date_happy.wav,OAF_date_sad.wav
OAF_date_happy_angry,OAF,date,happy,angry,OAF_date_happy.wav,OAF_date_angry.wav
OAF_date_sad_angry,OAF,date,sad,angry,OAF_date_sad.wav,OAF_date_angry.wav
OAF_dead_neutral_happy,OAF,dead,neutral,happy,OAF_dead_neutral.wav,OAF_dead_happy.wav
OAF_dead_neutral_sad,OAF,dead,neutral,sad,OAF_dead_neutral.wav,OAF_dead_sad.wav
OAF_dead_neutral_angry,OAF,dead,neutral,angry,OAF_dead_neutral.wav,OAF_dead_angry.wav
OAF_dead_happy_sad,OAF,dead,happy,sad,OAF_dead_happy.wav,OAF_dead_sad.wav
OAF_dead_happy_angry,OAF,dead,happy,angry,OAF_dead_happy.wav,OAF_dead_angry.wav
OAF_dead_sad_angry,OAF,dead,sad,angry,OAF_dead_sad.wav,OAF_dead_angry.wav
OAF_death_neutral_happy,OAF,death,neutral,happy,OAF_death_neutral.wav,OAF_death_happy.wav
OAF_death_neutral_sad,OAF,death,neutral,sad,OAF_death_neutral.wav,OAF_death_sad.wav
OAF_death_neutral_angry,OAF,death,neutral,angry,OAF_death_neutral.wav,OAF_death_angry.wav
OAF_death_happy_sad,OAF,death,happy,sad,OAF_death_happy.wav,OAF_death_sad.wav
OAF_death_happy_angry,OAF,death,happy,angry,OAF_death_happy.wav,OAF_death_angry.wav
OAF_death_sad_angry,OAF,death,sad,angry,OAF_death_sad.wav,OAF_death_angry.wav
OAF_deep_neutral_happy,OAF,deep,neutral,happy,OAF_deep_neutral.wav,OAF_deep_happy.wav
OAF_deep_neutral_sad,OAF,deep,neutral,sad,OAF_deep_neutral.wav,OAF_deep_sad.wav
OAF_deep_neutral_angry,OAF,deep,neutral,angry,OAF_deep_neutral.wav,OAF_deep_angry.wav
OAF_deep_happy_sad,OAF,deep,happy,sad,OAF_deep_happy.wav,OAF_deep_sad.wav
OAF_deep_happy_angry,OAF,deep,happy,angry,OAF_deep_happy.wav,OAF_deep_angry.wav
OAF_deep_sad_angry,OAF,deep,sad,angry,OAF_deep_sad.wav,OAF_deep_angry.wav
OAF_dime_neutral_happy,OAF,dime,neutral,happy,OAF_dime_neutral.wav,OAF_dime_happy.wav
OAF_dime_neutral_sad,OAF,dime,neutral,sad,OAF_dime_neutral.wav,OAF_dime_sad.wav
OAF_dime_neutral_angry,OAF,dime,neutral,angry,OAF_dime_neutral.wav,OAF_dime_angry.wav
OAF_dime_happy_sad,OAF,dime,happy,sad,OAF_dime_happy.wav,OAF_dime_sad.wav
OAF_dime_happy_angry,OAF,dime,happy,angry,OAF_dime_happy.wav,OAF_dime_angry.wav
OAF_dime_sad_angry,OAF,dime,sad,angry,OAF_dime_sad.wav,OAF_dime_angry.wav
OAF_dip_neutral_happy,OAF,dip,neutral,happy,OAF_dip_neutral.wav,OAF_dip_happy.wav
OAF_dip_neutral_sad,OAF,dip,neutral,sad,OAF_dip_neutral.wav,OAF_dip_sad.wav
OAF_dip_neutral_angry,OAF,dip,neutral,angry,OAF_dip_neutral.wav,OAF_dip_angry.wav
OAF_dip_happy_sad,OAF,dip,happy,sad,OAF_dip_happy.wav,OAF_dip_sad.wav
OAF_dip_happy_angry,OAF,dip,happy,angry,OAF_dip_happy.wav,OAF_dip_angry.wav
OAF_dip_sad_angry,OAF,dip,sad,angry,OAF_dip_sad.wav,OAF_dip_angry.wav
OAF_ditch_neutral_happy,OAF,ditch,neutral,happy,OAF_ditch_neutral.wav,OAF_ditch_happy.wav
OAF_ditch_neutral_sad,OAF,ditch,neutral,sad,OAF_ditch_neutral.wav,OAF_ditch_sad.wav
OAF_ditch_neutral_angry,OAF,ditch,neutral,angry,OAF_ditch_neutral.wav,OAF_ditch_angry.wav
OAF_ditch_happy_sad,OAF,ditch,happy,sad,OAF_ditch_happy.wav,OAF_ditch_sad.wav
OAF_ditch_happy_angry,OAF,ditch,happy,angry,OAF_ditch_happy.wav,OAF_ditch_angry.wav
OAF_ditch_sad_angry,OAF,ditch,sad,angry,OAF_ditch_sad.wav,OAF_ditch_angry.wav
OAF_dodge_neutral_happy,OAF,dodge,neutral,happy,OAF_dodge_neutral.wav,OAF_dodge_happy.wav
OAF_dodge_neutral_sad,OAF,dodge,neutral,sad,OAF_dodge_neutral.wav,OAF_dodge_sad.wav
OAF_dodge_neutral_angry,OAF,dodge,neutral,angry,OAF_dodge_neutral.wav,OAF_dodge_angry.wav
OAF_dodge_happy_sad,OAF,dodge,happy,sad,OAF_dodge_happy.wav,OAF_dodge_sad.wav
OAF_dodge_happy_angry,OAF,dodge,happy,angry,OAF_dodge_happy.wav,OAF_dodge_angry.wav
OAF_dodge_sad_angry,OAF,dodge,sad,angry,OAF_dodge_sad.wav,OAF_dodge_angry.wav
OAF_dog_neutral_happy,OAF,dog,neutral,happy,OAF_dog_neutral.wav,OAF_dog_happy.wav
OAF_dog_neutral_sad,OAF,dog,neutral,sad,OAF_dog_neutral.wav,OAF_dog_sad.wav
OAF_dog_neutral_angry,OAF,dog,neutral,angry,OAF_dog_neutral.wav,OAF_dog_angry.wav
OAF_dog_happy_sad,OAF,dog,happy,sad,OAF_dog_happy.wav,OAF_dog_sad.wav
OAF_dog_happy_angry,OAF,dog,happy,angry,OAF_dog_happy.wav,OAF_dog_angry.wav
OAF_dog_sad_angry,OAF,dog,sad,angry,OAF_dog_sad.wav,OAF_dog_angry.wav
OAF_doll_neutral_happy,OAF,doll,neutral,happy,OAF_doll_neutral.wav,OAF_doll_happy.wav
OAF_doll_neutral_sad,OAF,doll,neutral,sad,OAF_doll_neutral.wav,OAF_doll_sad.wav
OAF_doll_neutral_angry,OAF,doll,neutral,angry,OAF_doll_neutral.wav,OAF_doll_angry.wav
OAF_doll_happy_sad,OAF,doll,happy,sad,OAF_doll_happy.wav,OAF_doll_sad.wav
OAF_doll_happy_angry,OAF,doll,happy,angry,OAF_doll_happy.wav,OAF_doll_angry.wav
OAF_doll_sad_angry,OAF,doll,sad,angry,OAF_doll_sad.wav,OAF_doll_angry.wav
OAF_door_neutral_happy,OAF,door,neutral,happy,OAF_door_neutral.wav,OAF_door_happy.wav
OAF_door_neutral_sad,OAF,door,neutral,sad,OAF_door_neutral.wav,OAF_door_sad.wav
OAF_door_neutral_angry,OAF,door,neutral,angry,OAF_door_neutral.wav,OAF_door_angry.wav
OAF_door_happy_sad,OAF,door,happy,sad,OAF_door_happy.wav,OAF_door_sad.wav
OAF_door_happy_angry,OAF,door,happy,angry,OAF_door_happy.wav,OAF_door_angry.wav
OAF_door_sad_angry,OAF,door,sad,angry,OAF_door_sad.wav,OAF_door_angry.wav
OAF_fail_neutral_happy,OAF,fail,neutral,happy,OAF_fail_neutral.wav,OAF_fail_happy.wav
OAF_fail_neutral_sad,OAF,fail,neutral,sad,OAF_fail_neutral.wav,OAF_fail_sad.wav
OAF_fail_neutral_angry,OAF,fail,neutral,angry,OAF_fail_neutral.wav,OAF_fail_angry.wav
OAF_fail_happy_sad,OAF,fail,happy,sad,OAF_fail_happy.wav,OAF_fail_sad.wav
OAF_fail_happy_angry,OAF,fail,happy,angry,OAF_fail_happy.wav,OAF_fail_angry.wav
OAF_fail_sad_angry,OAF,fail,sad,angry,OAF_fail_sad.wav,OAF_fail_angry.wav
OAF_fall_neutral_happy,OAF,fall,neutral,happy,OAF_fall_neutral.wav,OAF_fall_happy.wav
OAF_fall_neutral_sad,OAF,fall,neutral,sad,OAF_fall_neutral.wav,OAF_fall_sad.wav
OAF_fall_neutral_angry,OAF,fall,neutral,angry,OAF_fall_neutral.wav,OAF_fall_angry.wav
OAF_fall_happy_sad,OAF,fall,happy,sad,OAF_fall_happy.wav,OAF_fall_sad.wav
OAF_fall_happy_angry,OAF,fall,happy,angry,OAF_fall_happy.wav,OAF_fall_angry.wav
OAF_fall_sad_angry,OAF,fall,sad,angry,OAF_fall_sad.wav,OAF_fall_angry.wav
OAF_far_neutral_happy,OAF,far,neutral,happy,OAF_far_neutral.wav,OAF_far_happy.wav
OAF_far_neutral_sad,OAF,far,neutral,sad,OAF_far_neutral.wav,OAF_far_sad.wav
OAF_far_neutral_angry,OAF,far,neutral,angry,OAF_far_neutral.wav,OAF_far_angry.wav
OAF_far_happy_sad,OAF,far,happy,sad,OAF_far_happy.wav,OAF_far_sad.wav
OAF_far_happy_angry,OAF,far,happy,angry,OAF_far_happy.wav,OAF_far_angry.wav
OAF_far_sad_angry,OAF,far,sad,angry,OAF_far_sad.wav,OAF_far_angry.wav
OAF_fat_neutral_happy,OAF,fat,neutral,happy,OAF_fat_neutral.wav,OAF_fat_happy.wav
OAF_fat_neutral_sad,OAF,fat,neutral,sad,OAF_fat_neutral.wav,OAF_fat_sad.wav
OAF_fat_neutral_angry,OAF,fat,neutral,angry,OAF_fat_neutral.wav,OAF_fat_angry.wav
OAF_fat_happy_sad,OAF,fat,happy,sad,OAF_fat_happy.wav,OAF_fat_sad.wav
OAF_fat_happy_angry,OAF,fat,happy,angry,OAF_fat_happy.wav,OAF_fat_angry.wav
OAF_fat_sad_angry,OAF,fat,sad,angry,OAF_fat_sad.wav,OAF_fat_angry.wav
OAF_fit_neutral_happy,OAF,fit,neutral,happy,OAF_fit_neutral.wav,OAF_fit_happy.wav
OAF_fit_neutral_sad,OAF,fit,neutral,sad,OAF_fit_neutral.wav,OAF_fit_sad.wav
OAF_fit_neutral_angry,OAF,fit,neutral,angry,OAF_fit_neutral.wav,OAF_fit_angry.wav
OAF_fit_happy_sad,OAF,fit,happy,sad,OAF_fit_happy.wav,OAF_fit_sad.wav
OAF_fit_happy_angry,OAF,fit,happy,angry,OAF_fit_happy.wav,OAF_fit_angry.wav
OAF_fit_sad_angry,OAF,fit,sad,angry,OAF_fit_sad.wav,OAF_fit_angry.wav
OAF_five_neutral_happy,OAF,five,neutral,happy,OAF_five_neutral.wav,OAF_five_happy.wav
OAF_five_neutral_sad,OAF,five,neutral,sad,OAF_five_neutral.wav,OAF_five_sad.wav
OAF_five_neutral_angry,OAF,five,neutral,angry,OAF_five_neutral.wav,OAF_five_angry.wav
OAF_five_happy_sad,OAF,five,happy,sad,OAF_five_happy.wav,OAF_five_sad.wav
OAF_five_happy_angry,OAF,five,happy,angry,OAF_five_happy.wav,OAF_five_angry.wav
OAF_five_sad_angry,OAF,five,sad,angry,OAF_five_sad.wav,OAF_five_angry.wav
OAF_food_neutral_happy,OAF,food,neutral,happy,OAF_food_neutral.wav,OAF_food_happy.wav
OAF_food_neutral_sad,OAF,food,neutral,sad,OAF_food_neutral.wav,OAF_food_sad.wav
OAF_food_neutral_angry,OAF,food,neutral,angry,OAF_food_neutral.wav,OAF_food_angry.wav
OAF_food_happy_sad,OAF,food,happy,sad,OAF_food_happy.wav,OAF_food_sad.wav
OAF_food_happy_angry,OAF,food,happy,angry,OAF_food_happy.wav,OAF_food_angry.wav
