pair_id,actor,statement,label_a,label_b,file_a,path_a,file_b,path_b
a03_s2_happy_sad,3,2,happy,sad,03-01-03-01-02-01-03.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-02-01-03.wav,03-01-04-01-02-01-03.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-02-01-03.wav
a03_s2_happy_angry,3,2,happy,angry,03-01-03-01-02-01-03.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-02-01-03.wav,03-01-05-01-02-01-03.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-02-01-03.wav
a03_s2_sad_angry,3,2,sad,angry,03-01-04-01-02-01-03.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-02-01-03.wav,03-01-05-01-02-01-03.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-02-01-03.wav
a04_s1_neutral_happy,4,1,neutral,happy,03-01-01-01-01-01-04.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-01-01-04.wav,03-01-03-01-01-01-04.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-01-01-04.wav
a04_s1_neutral_sad,4,1,neutral,sad,03-01-01-01-01-01-04.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-01-01-04.wav,03-01-04-01-01-01-04.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-01-01-04.wav
a04_s1_neutral_angry,4,1,neutral,angry,03-01-01-01-01-01-04.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-01-01-04.wav,03-01-05-01-01-01-04.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-01-01-04.wav
a04_s1_happy_sad,4,1,happy,sad,03-01-03-01-01-01-04.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-01-01-04.wav,03-01-04-01-01-01-04.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-01-01-04.wav
a04_s1_happy_angry,4,1,happy,angry,03-01-03-01-01-01-04.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-01-01-04.wav,03-01-05-01-01-01-04.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-01-01-04.wav
a04_s1_sad_angry,4,1,sad,angry,03-01-04-01-01-01-04.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-01-01-04.wav,03-01-05-01-01-01-04.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-01-01-04.wav
a04_s2_neutral_happy,4,2,neutral,happy,03-01-01-01-02-01-04.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-02-01-04.wav,03-01-03-01-02-01-04.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-02-01-04.wav
a04_s2_neutral_sad,4,2,neutral,sad,03-01-01-01-02-01-04.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-02-01-04.wav,03-01-04-01-02-01-04.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-02-01-04.wav
a04_s2_neutral_angry,4,2,neutral,angry,03-01-01-01-02-01-04.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-02-01-04.wav,03-01-05-01-02-01-04.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-02-01-04.wav
a04_s2_happy_sad,4,2,happy,sad,03-01-03-01-02-01-04.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-02-01-04.wav,03-01-04-01-02-01-04.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-02-01-04.wav
a04_s2_happy_angry,4,2,happy,angry,03-01-03-01-02-01-04.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-02-01-04.wav,03-01-05-01-02-01-04.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-02-01-04.wav
a04_s2_sad_angry,4,2,sad,angry,03-01-04-01-02-01-04.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-02-01-04.wav,03-01-05-01-02-01-04.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-02-01-04.wav
a05_s1_neutral_happy,5,1,neutral,happy,03-01-01-01-01-01-05.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-01-01-05.wav,03-01-03-01-01-01-05.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-01-01-05.wav
a05_s1_neutral_sad,5,1,neutral,sad,03-01-01-01-01-01-05.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-01-01-05.wav,03-01-04-01-01-01-05.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-01-01-05.wav
a05_s1_neutral_angry,5,1,neutral,angry,03-01-01-01-01-01-05.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-01-01-05.wav,03-01-05-01-01-01-05.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-01-01-05.wav
a05_s1_happy_sad,5,1,happy,sad,03-01-03-01-01-01-05.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-01-01-05.wav,03-01-04-01-01-01-05.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-01-01-05.wav
a05_s1_happy_angry,5,1,happy,angry,03-01-03-01-01-01-05.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-01-01-05.wav,03-01-05-01-01-01-05.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-01-01-05.wav
a05_s1_sad_angry,5,1,sad,angry,03-01-04-01-01-01-05.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-01-01-05.wav,03-01-05-01-01-01-05.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-01-01-05.wav
a05_s2_neutral_happy,5,2,neutral,happy,03-01-01-01-02-01-05.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-02-01-05.wav,03-01-03-01-02-01-05.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-02-01-05.wav
a05_s2_neutral_sad,5,2,neutral,sad,03-01-01-01-02-01-05.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-02-01-05.wav,03-01-04-01-02-01-05.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-02-01-05.wav
a05_s2_neutral_angry,5,2,neutral,angry,03-01-01-01-02-01-05.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-02-01-05.wav,03-01-05-01-02-01-05.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-02-01-05.wav
a05_s2_happy_sad,5,2,happy,sad,03-01-03-01-02-01-05.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-02-01-05.wav,03-01-04-01-02-01-05.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-02-01-05.wav
a05_s2_happy_angry,5,2,happy,angry,03-01-03-01-02-01-05.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-02-01-05.wav,03-01-05-01-02-01-05.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-02-01-05.wav
a05_s2_sad_angry,5,2,sad,angry,03-01-04-01-02-01-05.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-02-01-05.wav,03-01-05-01-02-01-05.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-02-01-05.wav
a06_s1_neutral_happy,6,1,neutral,happy,03-01-01-01-01-01-06.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-01-01-06.wav,03-01-03-01-01-01-06.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-01-01-06.wav
a06_s1_neutral_sad,6,1,neutral,sad,03-01-01-01-01-01-06.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-01-01-06.wav,03-01-04-01-01-01-06.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-01-01-06.wav
a06_s1_neutral_angry,6,1,neutral,angry,03-01-01-01-01-01-06.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-01-01-06.wav,03-01-05-01-01-01-06.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-01-01-06.wav
a06_s1_happy_sad,6,1,happy,sad,03-01-03-01-01-01-06.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-01-01-06.wav,03-01-04-01-01-01-06.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-01-01-06.wav
a06_s1_happy_angry,6,1,happy,angry,03-01-03-01-01-01-06.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-01-01-06.wav,03-01-05-01-01-01-06.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-01-01-06.wav
a06_s1_sad_angry,6,1,sad,angry,03-01-04-01-01-01-06.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-01-01-06.wav,03-01-05-01-01-01-06.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-01-01-06.wav
a06_s2_neutral_happy,6,2,neutral,happy,03-01-01-01-02-01-06.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-02-01-06.wav,03-01-03-01-02-01-06.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-02-01-06.wav
a06_s2_neutral_sad,6,2,neutral,sad,03-01-01-01-02-01-06.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-02-01-06.wav,03-01-04-01-02-01-06.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-02-01-06.wav
a06_s2_neutral_angry,6,2,neutral,angry,03-01-01-01-02-01-06.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-02-01-06.wav,03-01-05-01-02-01-06.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-02-01-06.wav
a06_s2_happy_sad,6,2,happy,sad,03-01-03-01-02-01-06.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-02-01-06.wav,03-01-04-01-02-01-06.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-02-01-06.wav
a06_s2_happy_angry,6,2,happy,angry,03-01-03-01-02-01-06.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-02-01-06.wav,03-01-05-01-02-01-06.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-02-01-06.wav
a06_s2_sad_angry,6,2,sad,angry,03-01-04-01-02-01-06.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-02-01-06.wav,03-01-05-01-02-01-06.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-02-01-06.wav
a07_s1_neutral_happy,7,1,neutral,happy,03-01-01-01-01-01-07.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-01-01-07.wav,03-01-03-01-01-01-07.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-01-01-07.wav
a07_s1_neutral_sad,7,1,neutral,sad,03-01-01-01-01-01-07.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-01-01-07.wav,03-01-04-01-01-01-07.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-01-01-07.wav
a07_s1_neutral_angry,7,1,neutral,angry,03-01-01-01-01-01-07.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-01-01-07.wav,03-01-05-01-01-01-07.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-01-01-07.wav
a07_s1_happy_sad,7,1,happy,sad,03-01-03-01-01-01-07.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-01-01-07.wav,03-01-04-01-01-01-07.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-01-01-07.wav
a07_s1_happy_angry,7,1,happy,angry,03-01-03-01-01-01-07.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-01-01-07.wav,03-01-05-01-01-01-07.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-01-01-07.wav
a07_s1_sad_angry,7,1,sad,angry,03-01-04-01-01-01-07.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-01-01-07.wav,03-01-05-01-01-01-07.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-01-01-07.wav
a07_s2_neutral_happy,7,2,neutral,happy,03-01-01-01-02-01-07.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-02-01-07.wav,03-01-03-01-02-01-07.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-02-01-07.wav
a07_s2_neutral_sad,7,2,neutral,sad,03-01-01-01-02-01-07.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-02-01-07.wav,03-01-04-01-02-01-07.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-02-01-07.wav
a07_s2_neutral_angry,7,2,neutral,angry,03-01-01-01-02-01-07.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-02-01-07.wav,03-01-05-01-02-01-07.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-02-01-07.wav
a07_s2_happy_sad,7,2,happy,sad,03-01-03-01-02-01-07.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-02-01-07.wav,03-01-04-01-02-01-07.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-02-01-07.wav
a07_s2_happy_angry,7,2,happy,angry,03-01-03-01-02-01-07.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-02-01-07.wav,03-01-05-01-02-01-07.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-02-01-07.wav
a07_s2_sad_angry,7,2,sad,angry,03-01-04-01-02-01-07.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-02-01-07.wav,03-01-05-01-02-01-07.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-02-01-07.wav
a08_s1_neutral_happy,8,1,neutral,happy,03-01-01-01-01-01-08.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-01-01-08.wav,03-01-03-01-01-01-08.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-01-01-08.wav
a08_s1_neutral_sad,8,1,neutral,sad,03-01-01-01-01-01-08.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-01-01-08.wav,03-01-04-01-01-01-08.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-01-01-08.wav
a08_s1_neutral_angry,8,1,neutral,angry,03-01-01-01-01-01-08.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-01-01-08.wav,03-01-05-01-01-01-08.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-01-01-08.wav
a08_s1_happy_sad,8,1,happy,sad,03-01-03-01-01-01-08.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-01-01-08.wav,03-01-04-01-01-01-08.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-01-01-08.wav
a08_s1_happy_angry,8,1,happy,angry,03-01-03-01-01-01-08.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-01-01-08.wav,03-01-05-01-01-01-08.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-01-01-08.wav
a08_s1_sad_angry,8,1,sad,angry,03-01-04-01-01-01-08.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-01-01-08.wav,03-01-05-01-01-01-08.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-01-01-08.wav
a08_s2_neutral_happy,8,2,neutral,happy,03-01-01-01-02-01-08.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-02-01-08.wav,03-01-03-01-02-01-08.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-02-01-08.wav
a08_s2_neutral_sad,8,2,neutral,sad,03-01-01-01-02-01-08.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-02-01-08.wav,03-01-04-01-02-01-08.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-02-01-08.wav
a08_s2_neutral_angry,8,2,neutral,angry,03-01-01-01-02-01-08.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-02-01-08.wav,03-01-05-01-02-01-08.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-02-01-08.wav
a08_s2_happy_sad,8,2,happy,sad,03-01-03-01-02-01-08.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-02-01-08.wav,03-01-04-01-02-01-08.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-02-01-08.wav
